1.963e+07,2.6217e+07,1.3118e+06,9.0077e+06,2.3967e+07,1.5195e+07,3.0848e+07,1.6189e+07,2.2359e+07,1.7067e+07,2.2387e+07,2.961e+07,6.3144e+06,6.7453e+06,1.1053e+07,4.6326e+05,3.0727e+07,2.6218e+06,1.335e+07,2.5126e+07,6.7735e+05,2.2943e+07,1.5014e+07,1.9774e+07,2.4677e+07
1.9765e+06,1.4883e+07,5.1215e+06,3.1802e+06,2.8636e+07,1.0094e+07,1.8169e+07,1.9806e+07,5.5671e+06,2.5049e+07,2.159e+07,1.8326e+07,7.0826e+06,3.0162e+07,2.2773e+06,1.2776e+07,1.7624e+07,1.8819e+07,3.1237e+07,1.1804e+07,3.3652e+06,3.2773e+07,1.2552e+07,2.367e+07,3.1439e+07
1.9388e+07,1.276e+07,7.2906e+06,9.3232e+06,3.1496e+07,1.2322e+07,3.2298e+07,2.5671e+07,2.0159e+07,1.129e+07,1.9911e+07,3.1723e+07,7.3351e+06,3.1512e+07,3.1367e+07,1.5013e+07,8.9802e+06,7.8326e+06,1.2675e+07,2.2422e+07,1.035e+07,2.4076e+07,1.77e+07,2.282e+07,3.3114e+07
2.3132e+07,7.2355e+06,2.6966e+07,1.7374e+07,1.0028e+07,3.1137e+07,1.4229e+07,1.9697e+07,3.0596e+06,1.8217e+07,3.2046e+07,2.2754e+07,2.5127e+07,1.7724e+07,1.6291e+07,8.7449e+06,1.8825e+07,3.2152e+07,2.3421e+07,1.059e+07,9.1239e+05,2.1252e+07,1.7909e+07,1.4792e+07,1.6235e+07
1.7046e+07,2.6519e+07,1.5419e+07,2.2049e+07,1.9667e+07,1.609e+07,2.2309e+07,1.8552e+07,3.1031e+07,9.233e+06,1.4105e+07,8.3094e+06,1.1118e+07,1.0261e+07,1.9201e+07,3.295e+07,1.0646e+07,2.1927e+07,6.0784e+06,7.7251e+06,8.621e+06,5.6812e+06,3.1125e+06,4.2814e+06,1.7946e+07
2.2511e+07,3.7698e+06,8.4409e+06,3.2552e+06,2.655e+07,1.0772e+07,2.1029e+07,2.1876e+07,1.4829e+07,2.1849e+07,1.7817e+07,3.0346e+07,1.3161e+07,3.7158e+06,2.4325e+06,2.3934e+07,7.6124e+06,3.1155e+07,4.2287e+06,1.6859e+07,4.0873e+06,1.7841e+07,9.2367e+06,6.6936e+06,2.525e+07
1.5493e+06,1.9337e+07,2.9184e+07,1.7652e+07,1.8201e+07,2.7249e+07,2.0709e+06,1.8293e+07,1.1944e+07,4.2903e+06,8.8435e+06,5.421e+06,1.332e+07,9.733e+06,1.0369e+07,1.3158e+06,1.5634e+07,2.9611e+07,2.2553e+07,9.4619e+05,6.0997e+06,1.245e+07,1.5478e+07,1.3452e+07,3.2678e+07
1.2311e+07,3.2044e+07,1.6806e+06,3.1819e+07,6.4538e+06,1.7654e+06,9.3299e+06,2.9856e+07,1.4334e+07,9.3468e+06,2.7067e+07,2.1502e+07,3.1049e+07,2.1521e+07,7.6304e+06,2.8264e+07,1.1023e+07,1.7903e+06,1.5813e+07,1.8188e+07,3.0585e+07,1.9305e+07,1.3043e+07,2.3119e+07,1.4968e+07
6.864e+06,1.1754e+07,2.3091e+07,1.6438e+07,2.5128e+06,8.6365e+06,1.3392e+07,1.0788e+07,1.3283e+07,2.7455e+07,1.2188e+07,2.4002e+07,2.3715e+07,3.1977e+07,1.2905e+07,2.9599e+07,3.3325e+07,7.4788e+06,8.4506e+06,1.3384e+07,7.2983e+06,2.5224e+07,2.6086e+07,2.1619e+06,2.831e+07
2.1028e+07,1.5161e+07,2.9037e+07,8.2114e+06,5.571e+06,1.473e+07,2.7184e+07,3.2644e+07,2.5806e+07,2.2027e+06,1.6978e+07,2.7472e+07,1.4241e+07,1.4763e+07,2.9534e+07,2.0099e+06,3.1647e+07,8.9507e+06,2.0046e+06,9.2723e+06,3.2026e+07,1.3378e+07,4.5054e+06,1.6087e+07,1.2885e+07
2.0448e+07,2.6549e+06,5.5489e+05,1.1176e+07,2.0323e+07,1.1057e+07,2.8477e+07,3.3123e+07,2.5293e+07,2.5825e+06,2.5604e+06,3.2692e+07,1.8192e+07,3.215e+06,1.8063e+07,2.71e+07,2.7169e+06,1.4826e+07,4.1679e+06,3.2455e+07,2.063e+07,2.1652e+07,1.6583e+07,9.9066e+06,3.2242e+06
1.0026e+06,6.4231e+06,1.1283e+07,2.0338e+07,2.1897e+07,1.197e+07,1.7101e+07,6.8996e+06,1.8791e+07,1.2269e+07,8.9972e+06,6.678e+06,2.7276e+07,1.1786e+07,1.8976e+07,2.185e+07,1.4923e+07,8.5642e+06,1.7839e+07,1.9589e+07,8.6497e+06,7.8344e+06,4.5195e+06,1.5981e+07,1.8437e+07
9.8479e+06,2.5248e+07,2.0651e+07,1.1115e+06,2.9172e+07,2.5807e+06,3.1057e+07,3.1384e+07,6.1268e+06,2.2099e+07,1.5634e+07,1.9379e+07,2.7671e+07,4.9005e+06,1.9453e+07,2.0589e+07,2.5205e+07,1.9868e+07,2.5635e+07,1.6126e+07,3.7727e+06,1.1294e+07,2.8423e+07,1.9357e+07,1.3561e+07
9.8926e+06,2.2112e+06,1.3696e+07,3.1162e+07,2.8822e+07,1.7099e+07,1.2374e+07,2.9758e+06,9.3552e+06,1.8395e+07,1.942e+07,1.1043e+07,2.7913e+07,3.4458e+06,2.3411e+06,2.9489e+07,1.4158e+07,1.1085e+07,2.263e+07,2.0635e+07,2.3667e+07,2.7908e+07,2.4082e+07,2.7428e+07,38034
1.1162e+07,1.7889e+07,3.4444e+06,8.7492e+06,2.8795e+07,2.8951e+07,6.8317e+06,1.8679e+07,2.4913e+07,8.968e+05,2.6207e+07,4.3739e+06,2.5724e+07,1.7005e+07,1.9259e+07,2.3334e+07,1.6807e+07,1.2804e+07,1.4621e+07,2.3459e+07,2.271e+07,1.903e+06,1.4716e+07,1.7895e+07,1.2556e+07
2.2374e+07,1.4147e+07,1.5659e+07,2.6118e+07,8.3137e+06,1.1639e+07,2.5286e+07,1.1389e+07,9.2411e+06,1.6076e+07,1.8016e+07,1.9865e+07,1.9989e+07,2.8052e+07,2.314e+07,3.2577e+07,3.0728e+07,2.7532e+07,5.8761e+06,2.2301e+07,1.0534e+07,3.3001e+07,1.781e+07,1.3866e+07,3.5073e+06
4.4239e+06,6.9579e+05,1.0943e+07,2.2047e+06,1.6059e+07,2.4071e+07,1.3069e+06,1.1835e+07,2.2364e+07,2.9347e+07,9.4133e+06,9.6217e+05,1.9299e+06,2.6387e+05,2.1585e+07,1.8122e+07,5.8166e+06,2.1574e+07,1.8292e+07,2.3256e+07,2.3801e+06,3.0253e+07,1.4029e+07,1.9211e+07,1.6124e+07
2.9891e+07,1.6425e+07,2.9124e+07,5.709e+06,3.2657e+07,1.5853e+06,1.2181e+07,5.0381e+06,9.5749e+06,1.0205e+07,1.137e+07,1.1631e+07,3.3211e+07,1.9289e+07,3.1103e+07,1.7846e+07,2.7151e+07,3.0029e+07,1.4051e+07,1.2799e+07,2.3723e+06,4.483e+06,2.4327e+07,1.8238e+07,2.1758e+07
1.3017e+07,2.0725e+07,1.4834e+07,2.6588e+07,3.0636e+07,1.4719e+07,2.5233e+07,1.3198e+07,3.0874e+07,3.1782e+07,2.8857e+07,1.8459e+07,1.4723e+07,2.6479e+07,2.7812e+07,3.0796e+07,1.9487e+07,1.2688e+07,1.6323e+07,2.9699e+07,8.5767e+06,7.4526e+06,1.4012e+07,9.6466e+06,8.0689e+06
1.2247e+05,1.9321e+07,3.0686e+07,2.906e+07,2.5335e+07,2.08e+07,3.2195e+07,2.2303e+06,2.116e+07,3.1518e+07,7.1034e+06,2.293e+07,8.6403e+06,1.2431e+06,1.8197e+07,2.2619e+07,1.7527e+07,2.3408e+07,1.5343e+07,1.4694e+07,4.1738e+06,2.3857e+07,2.6331e+07,1.2336e+07,9.6798e+06
2.2186e+07,1.0083e+07,2.9069e+07,4.2702e+06,1.9469e+07,5.1862e+06,1.4248e+07,4.1956e+06,1.442e+06,8.322e+06,8.1237e+06,1.1991e+07,9.5134e+05,1.2606e+07,1.1529e+07,1.2645e+07,2.7166e+07,1.7083e+07,7.9281e+06,1.5268e+07,5.2191e+06,7.7221e+06,2.0944e+06,3.0665e+07,1.8923e+07
1.8255e+07,2.2201e+07,2.4581e+07,2.378e+07,2.9721e+07,2.1334e+07,4.2423e+06,6.2757e+06,2.7669e+07,2.3459e+07,1.236e+07,1.4665e+06,1.4635e+07,7.759e+06,2.9971e+07,1.3549e+07,1.0207e+07,2.2077e+07,6.9106e+06,6.5558e+06,5.4987e+06,2.1883e+07,1.2898e+07,2.8865e+06,1.5277e+07
2.164e+07,2.753e+07,1.3008e+07,1.5649e+07,7.9201e+06,2.8084e+06,1.302e+07,3.1253e+07,3.1027e+07,1.6726e+07,3.2905e+06,6.7671e+06,1.7063e+07,1.0953e+07,4.698e+06,2.3567e+07,2.9515e+07,2.1757e+07,2.8688e+07,7.7221e+06,2.5373e+07,3.7971e+06,2.0384e+07,9.814e+05,1.6628e+07
8.7875e+06,9.9836e+05,2.1639e+07,3.3324e+07,1.9875e+07,2.1045e+07,1.0126e+07,1.8974e+06,3.2643e+06,1.5805e+07,1.6045e+07,2.7193e+07,1.0426e+07,2.4029e+07,3.2028e+07,3.0178e+07,9.2997e+06,3.0895e+07,2.0389e+07,3.2944e+07,2.8198e+06,9.1234e+06,1.2791e+06,1.1563e+07,2.6529e+07
