4.4431e+14,3.8528e+14,6.1617e+13,3.8926e+14,7.055e+14,6.258e+14,5.9923e+14,2.9435e+14,3.9316e+14,1.0282e+15,6.5778e+14,9.6589e+14,3.5983e+14,8.7515e+14,4.7669e+14,9.0197e+14,2.7946e+14,7.0378e+14,5.3451e+14,3.5084e+14,3.7474e+13,8.3613e+14,7.4846e+14,9.2085e+14,2.4713e+14
3.8299e+14,6.6761e+14,7.0959e+14,9.7275e+14,7.0517e+14,6.9052e+14,4.3792e+14,1.4932e+14,4.6275e+14,1.4321e+14,8.6292e+14,2.8793e+14,7.4788e+14,9.5245e+14,7.3138e+14,9.5258e+13,3.7047e+14,7.2311e+14,4.1656e+14,1.1992e+14,1.7199e+14,5.1678e+14,6.0461e+14,8.6907e+14,1.9765e+13
8.23e+14,6.3377e+14,5.7766e+14,9.7381e+14,7.2733e+14,4.2961e+14,1.2228e+14,7.9731e+14,1.6599e+14,4.612e+13,9.9293e+14,5.9189e+14,5.5852e+14,1.1189e+15,1.0818e+15,5.0322e+14,1.1219e+15,6.4034e+14,6.8985e+14,1.1087e+15,5.0959e+14,6.8199e+14,3.464e+14,7.0497e+14,1.7973e+14
6.8828e+14,6.6055e+14,3.7261e+14,1.729e+13,3.966e+13,4.0481e+14,8.1074e+14,3.6711e+14,4.5871e+14,8.0734e+14,5.6372e+12,8.1273e+14,5.3525e+14,1.5908e+14,1.0116e+15,4.0164e+14,5.8447e+13,1.4762e+14,4.8774e+14,9.859e+13,7.9019e+13,4.8987e+14,7.1742e+14,8.0206e+14,4.1575e+12
3.1814e+14,5.3258e+13,5.0039e+14,8.2948e+14,2.3958e+13,6.4088e+14,4.4448e+14,2.4358e+14,1.0066e+15,8.8423e+14,9.7469e+14,1.3642e+13,7.0387e+14,7.3358e+14,2.8456e+14,4.9451e+14,9.8196e+14,4.5553e+14,6.072e+14,5.4061e+14,3.6611e+14,1.1016e+15,1.0788e+14,6.5459e+14,8.9701e+14
9.6768e+14,1.5601e+14,8.5656e+14,5.8116e+14,1.3958e+14,1.1042e+15,7.7536e+14,3.8446e+14,9.0794e+14,3.9148e+14,7.3291e+14,1.0313e+15,8.759e+14,6.3713e+14,1.0451e+15,5.6917e+14,8.5693e+14,7.8638e+14,1.1019e+15,3.4669e+14,1.1101e+15,1.0324e+14,8.0892e+14,3.7122e+14,8.3665e+13
5.5113e+13,3.8249e+14,1.2859e+14,2.3129e+14,1.0728e+15,9.1746e+14,8.285e+14,8.567e+14,4.062e+14,9.6962e+14,7.8969e+14,2.8437e+14,8.4171e+13,9.1867e+14,7.4585e+14,6.6145e+14,2.3898e+14,8.5916e+14,7.1817e+14,7.8695e+14,9.5703e+14,4.1397e+14,4.3526e+14,6.8597e+14,3.5331e+14
5.7326e+14,7.0565e+14,1.2034e+14,7.3026e+14,1.4459e+14,8.6372e+14,6.7346e+14,3.5405e+13,6.8594e+13,8.059e+14,3.1927e+14,9.5613e+14,8.6562e+14,2.581e+14,8.0428e+14,4.223e+14,7.2731e+14,1.2946e+14,4.3253e+14,8.8042e+14,1.1864e+14,3.7826e+14,5.0859e+14,2.1257e+14,1.4968e+14
5.2179e+14,9.4393e+14,8.3453e+14,1.02e+15,7.183e+14,9.0774e+13,9.9201e+13,7.927e+13,8.157e+13,6.3671e+14,7.3147e+14,6.1395e+14,6.4023e+14,5.3796e+14,9.0316e+14,4.1469e+14,5.6547e+14,8.0581e+13,2.8559e+13,2.0903e+14,9.9806e+13,4.5464e+14,2.085e+14,4.1354e+14,5.4884e+14
9.4742e+14,5.1361e+14,1.2256e+13,9.2089e+14,6.0725e+14,4.1636e+14,6.8838e+14,4.2964e+14,5.1814e+13,1.0614e+15,8.7185e+13,5.7598e+14,9.8079e+14,1.8506e+14,4.3756e+13,8.5952e+14,3.3375e+14,3.001e+14,1.3417e+14,1.1646e+14,7.0144e+14,1.1111e+15,6.214e+13,5.4418e+14,7.7715e+14
