5.9785e+14,2.6732e+14,9.683e+14,1.0357e+15,6.5869e+14,3.8392e+14,1.1193e+15,7.6687e+14,2.0138e+14,2.6554e+14,8.2911e+14,6.2539e+14,4.4615e+13,6.273e+14,1.098e+15,7.9808e+14,1.0881e+15,1.0129e+15,6.5321e+14,8.0315e+14,9.4991e+14,7.7494e+14,1.8292e+14,1.5807e+14,3.8908e+14,9.1506e+14,5.5856e+12,2.6766e+14,3.5878e+13,7.6217e+14,9.5883e+14,8.6628e+14,6.4902e+14,3.0264e+14,1.0315e+15,9.4198e+14,1.0475e+15,9.98e+14,8.6081e+14,6.8444e+14
9.309e+14,5.5463e+14,5.7708e+14,2.5469e+14,2.0535e+14,1.038e+15,1.0643e+15,6.2597e+14,7.0318e+14,7.0447e+14,3.2911e+14,1.0145e+15,2.2585e+13,1.8948e+14,6.1103e+14,1.1856e+14,4.4009e+13,3.6326e+14,1.0368e+15,7.9347e+14,7.1922e+14,9.7256e+13,2.5941e+14,3.6165e+14,4.6093e+14,1.1997e+14,8.0634e+14,9.3904e+14,7.9551e+14,8.3843e+14,8.2924e+14,1.3925e+13,6.5712e+14,7.8334e+14,6.7626e+12,5.8712e+14,9.4273e+14,6.4883e+13,4.2959e+14,5.8526e+14
7.5651e+14,8.9957e+14,9.0581e+14,3.94e+14,2.4529e+13,6.2623e+14,2.6745e+14,4.0925e+14,4.7571e+14,7.148e+14,9.5352e+14,9.8115e+14,1.0677e+15,1.0041e+15,1.3177e+14,8.0718e+14,7.2446e+14,7.7599e+13,8.7376e+14,3.5286e+14,4.0144e+14,1.3653e+14,2.8933e+14,4.424e+14,1.0995e+15,3.7426e+14,6.2745e+14,8.6681e+14,6.2015e+14,3.2437e+14,5.4346e+14,7.4922e+14,1.0711e+15,1.0222e+15,9.5519e+14,8.6239e+14,1.497e+14,7.4443e+14,6.7082e+14,4.8576e+14
8.1574e+14,1.0817e+15,6.9507e+13,3.0843e+14,6.3853e+14,8.7072e+14,2.574e+14,5.5913e+14,2.4014e+14,1.0951e+15,3.3416e+14,7.7228e+14,4.176e+14,4.3471e+14,4.2808e+14,6.2521e+14,3.7097e+14,2.8746e+14,9.7443e+14,8.5533e+13,9.7419e+14,9.4183e+14,5.2609e+14,8.6867e+14,8.5598e+14,1.9441e+14,1.0851e+15,9.9145e+14,6.7713e+14,2.4373e+13,2.0468e+14,3.3646e+14,6.1169e+14,7.9468e+14,3.9243e+13,4.1213e+14,6.4472e+14,3.7829e+14,2.8328e+14,6.3497e+14
9.0798e+14,1.0482e+15,9.3999e+14,1.0201e+15,6.4734e+14,1.066e+15,4.6342e+13,8.1293e+14,7.1464e+14,2.2326e+14,7.9596e+14,1.0005e+15,8.1441e+13,1.0586e+15,7.0358e+14,3.5494e+14,6.3185e+14,9.6921e+13,2.7755e+14,3.9145e+14,9.7344e+14,1.1188e+14,8.3125e+14,3.1767e+14,1.3539e+14,9.3927e+14,8.6046e+14,8.6209e+14,1.0673e+14,8.0023e+14,5.2146e+14,1.0606e+14,6.5821e+14,9.2417e+14,1.6384e+14,9.7609e+14,1.0917e+15,1.0765e+14,4.3677e+14,8.663e+14
3.3205e+14,9.8615e+14,1.7216e+14,1.0702e+15,6.1492e+14,9.4687e+14,9.3508e+14,4.4054e+14,2.9618e+14,8.7101e+14,9.3807e+14,3.0322e+14,8.4145e+14,6.9375e+14,4.5774e+14,7.3757e+14,5.1449e+14,8.4358e+14,1.1644e+14,1.8059e+14,6.2603e+14,4.6741e+14,3.7356e+14,2.4177e+14,8.6903e+14,8.1905e+14,9.477e+14,1.7146e+14,9.1896e+14,1.054e+14,5.9409e+14,1.9238e+14,7.157e+14,1.65e+14,1.0374e+15,8.5263e+14,1.046e+15,9.427e+14,1.469e+13,3.6392e+14
3.274e+14,1.2962e+14,9.5733e+14,1.1021e+15,5.9797e+14,6.2138e+14,6.0414e+14,3.6712e+14,6.2155e+14,2.0188e+14,6.0085e+14,2.6512e+14,5.0823e+14,2.7418e+14,9.6322e+14,5.7091e+13,2.169e+14,1.0067e+15,8.7406e+14,1.5111e+14,4.0186e+14,6.1546e+14,1.5296e+14,6.3186e+14,4.7469e+14,4.2458e+14,6.4783e+14,9.6192e+14,9.5198e+14,8.8851e+14,1.6907e+14,6.937e+14,1.9811e+14,5.2178e+14,4.974e+13,9.5002e+14,6.0253e+14,1.0384e+15,8.2391e+14,4.4285e+14
6.914e+14,6.8497e+14,1.009e+15,1.0921e+15,6.4691e+14,3.827e+14,9.9048e+14,1.0772e+15,8.371e+14,1.0355e+15,7.5872e+14,1.0556e+15,1.5688e+14,5.8364e+14,5.4385e+14,5.1651e+14,8.3737e+14,5.6125e+14,1.7527e+14,7.5577e+14,9.0985e+14,7.2253e+14,4.9593e+14,2.9218e+14,6.609e+14,3.5132e+14,9.2711e+14,3.7063e+14,6.2957e+14,1.0209e+15,6.4764e+13,7.6491e+14,7.9711e+14,1.0684e+15,1.0778e+15,9.1852e+14,9.7265e+14,1.8865e+14,3.6822e+14,8.7038e+14
3.8909e+13,4.3284e+13,1.1216e+15,2.4787e+14,7.5053e+14,5.1285e+14,3.0712e+14,3.3014e+14,1.0502e+15,9.7471e+14,1.1016e+14,1.5066e+14,7.5803e+14,4.6739e+14,5.7441e+14,5.3763e+12,8.8143e+14,1.3889e+13,7.6697e+14,1.0115e+15,1.0829e+15,2.6361e+14,4.3087e+14,6.5021e+14,9.1924e+14,9.9002e+14,1.8349e+14,6.1527e+14,3.4885e+13,6.7033e+14,1.002e+15,5.4144e+14,2.9489e+14,2.0532e+14,9.7708e+14,1.0317e+15,2.4389e+14,1.0636e+15,6.0163e+14,9.4495e+14
1.0893e+15,1.1129e+15,4.1483e+14,5.9099e+14,7.3399e+14,1.7251e+14,9.8839e+13,2.7821e+14,1.553e+14,8.0795e+14,1.541e+13,6.962e+14,1.0966e+15,6.6013e+14,5.684e+14,1.7319e+14,7.4663e+14,7.9847e+14,6.5587e+14,6.7512e+14,2.6044e+13,8.4366e+14,7.5194e+14,9.7346e+12,7.3082e+14,1.6191e+14,7.3431e+14,3.7363e+14,7.2685e+14,6.8763e+14,9.1134e+14,9.969e+14,8.1568e+14,6.2495e+14,7.8217e+14,6.1847e+14,4.5961e+14,1.861e+14,2.577e+14,1.3932e+14
